,id,infinitive,definition,mood,subject,tense,answer,translation
9229,9319,to authorize,autorizar,Continuo,I,Pasado,was authorizing,estaba autorizando
9230,9320,to authorize,autorizar,Continuo,I,Futuro,will be authorizing,estaré autorizando
9231,9321,to authorize,autorizar,Continuo,you,Presente,are authorizing,usted está autorizando
9232,9322,to authorize,autorizar,Continuo,you,Pasado,were authorizing,estabas autorizando
9233,9323,to authorize,autorizar,Continuo,you,Futuro,will be authorizing,estarás autorizando
9234,9324,to authorize,autorizar,Continuo,he,Presente,is authorizing,él está autorizando
9235,9325,to authorize,autorizar,Continuo,she,Presente,is authorizing,ella esta autorizando
9236,9326,to authorize,autorizar,Continuo,he,Pasado,was authorizing,él estaba autorizando
9237,9327,to authorize,autorizar,Continuo,she,Pasado,was authorizing,ella estaba autorizando
9238,9328,to authorize,autorizar,Continuo,he,Futuro,will be authorizing,él estará autorizando
9239,9329,to authorize,autorizar,Continuo,she,Futuro,will be authorizing,ella va a autorizar
9240,9330,to authorize,autorizar,Continuo,we,Presente,are authorizing,estamos autorizando
9241,9331,to authorize,autorizar,Continuo,we,Pasado,were authorizing,nosotros estábamos autorizando
9242,9332,to authorize,autorizar,Continuo,we,Futuro,will be authorizing,estaremos autorizando
9243,9333,to authorize,autorizar,Continuo,you,Presente,are authorizing,usted está autorizando
9244,9334,to authorize,autorizar,Continuo,you,Pasado,were authorizing,estabas autorizando
9245,9335,to authorize,autorizar,Continuo,you,Futuro,will be authorizing,estarás autorizando
9246,9336,to authorize,autorizar,Continuo,they,Presente,are authorizing,ellos estan autorizando
9247,9337,to authorize,autorizar,Continuo,they,Pasado,were authorizing,ellos estaban autorizando
9248,9338,to authorize,autorizar,Continuo,they,Futuro,will be authorizing,ellos estarán autorizando
9249,9339,to authorize,autorizar,Continuo Perfecto,I,Presente,have been authorizing,he estado autorizando
9250,9340,to authorize,autorizar,Continuo Perfecto,I,Pasado,had been authorizing,había estado autorizando
9251,9341,to authorize,autorizar,Continuo Perfecto,I,Futuro,will have been authorizing,habré estado autorizando
9252,9342,to authorize,autorizar,Continuo Perfecto,you,Presente,have been authorizing,has estado autorizando
9253,9343,to authorize,autorizar,Continuo Perfecto,you,Pasado,had been authorizing,habías estado autorizando
9254,9344,to authorize,autorizar,Continuo Perfecto,you,Futuro,will have been authorizing,habrás estado autorizando
9255,9345,to authorize,autorizar,Continuo Perfecto,he,Presente,has been authorizing,él ha estado autorizando
9256,9346,to authorize,autorizar,Continuo Perfecto,she,Presente,has been authorizing,ella ha estado autorizando
9257,9347,to authorize,autorizar,Continuo Perfecto,he,Pasado,had been authorizing,él había estado autorizando
9258,9348,to authorize,autorizar,Continuo Perfecto,she,Pasado,had been authorizing,ella había estado autorizando
9259,9349,to authorize,autorizar,Continuo Perfecto,he,Futuro,will have been authorizing,él habrá estado autorizando
9260,9350,to authorize,autorizar,Continuo Perfecto,she,Futuro,will have been authorizing,ella habrá estado autorizando
9261,9351,to authorize,autorizar,Continuo Perfecto,we,Presente,have been authorizing,hemos estado autorizando
9262,9352,to authorize,autorizar,Continuo Perfecto,we,Pasado,had been authorizing,habíamos estado autorizando
9263,9353,to authorize,autorizar,Continuo Perfecto,we,Futuro,will have been authorizing,habremos estado autorizando
9264,9354,to authorize,autorizar,Continuo Perfecto,you,Presente,have been authorizing,has estado autorizando
9265,9355,to authorize,autorizar,Continuo Perfecto,you,Pasado,had been authorizing,habías estado autorizando
9266,9356,to authorize,autorizar,Continuo Perfecto,you,Futuro,will have been authorizing,habrás estado autorizando
9267,9357,to authorize,autorizar,Continuo Perfecto,they,Presente,have been authorizing,ellos han estado autorizando
9268,9358,to authorize,autorizar,Continuo Perfecto,they,Pasado,had been authorizing,ellos habían estado autorizando
9269,9359,to authorize,autorizar,Continuo Perfecto,they,Futuro,will have been authorizing,habrán estado autorizando
9270,9360,to live,vivir,Indicativo,I,Presente,live,yo vivo
9271,9361,to live,vivir,Indicativo,I,Pasado,lived,viví
9272,9362,to live,vivir,Indicativo,I,Futuro,will live,voy a vivir
9273,9363,to live,vivir,Indicativo,you,Presente,live,tu vives
9274,9364,to live,vivir,Indicativo,you,Pasado,lived,viviste
9275,9365,to live,vivir,Indicativo,you,Futuro,will live,tu vivirás
9276,9366,to live,vivir,Indicativo,he,Presente,lives,el vive
9277,9367,to live,vivir,Indicativo,she,Presente,lives,ella vive
9278,9368,to live,vivir,Indicativo,he,Pasado,lived,el vivió
9279,9369,to live,vivir,Indicativo,she,Pasado,lived,ella vivió
9280,9370,to live,vivir,Indicativo,he,Futuro,will live,él vivirá
9281,9371,to live,vivir,Indicativo,she,Futuro,will live,ella vivirá
9282,9372,to live,vivir,Indicativo,we,Presente,live,vivimos
9283,9373,to live,vivir,Indicativo,we,Pasado,lived,nosotros vivimos
9284,9374,to live,vivir,Indicativo,we,Futuro,will live,viviremos
9285,9375,to live,vivir,Indicativo,you,Presente,live,tu vives
9286,9376,to live,vivir,Indicativo,you,Pasado,lived,viviste
9287,9377,to live,vivir,Indicativo,you,Futuro,will live,tu vivirás
9288,9378,to live,vivir,Indicativo,they,Presente,live,ellos viven
9289,9379,to live,vivir,Indicativo,they,Pasado,lived,ellos vivieron
9290,9380,to live,vivir,Indicativo,they,Futuro,will live,vivirán
9291,9381,to live,vivir,Perfecto,I,Presente,have lived,he vivido
9292,9382,to live,vivir,Perfecto,I,Pasado,had lived,he vivido
9293,9383,to live,vivir,Perfecto,I,Futuro,will have lived,habré vivido
9294,9384,to live,vivir,Perfecto,you,Presente,have lived,has vivido
9295,9385,to live,vivir,Perfecto,you,Pasado,had lived,habías vivido
9296,9386,to live,vivir,Perfecto,you,Futuro,will have lived,habrás vivido
9297,9387,to live,vivir,Perfecto,he,Presente,has lived,él ha vivido
9298,9388,to live,vivir,Perfecto,she,Presente,has lived,ella ha vivido
9299,9389,to live,vivir,Perfecto,he,Pasado,had lived,el habia vivido
9300,9390,to live,vivir,Perfecto,she,Pasado,had lived,ella habia vivido
9301,9391,to live,vivir,Perfecto,he,Futuro,will have lived,habra vivido
9302,9392,to live,vivir,Perfecto,she,Futuro,will have lived,ella habra vivido
9303,9393,to live,vivir,Perfecto,we,Presente,have lived,hemos vivido
9304,9394,to live,vivir,Perfecto,we,Pasado,had lived,habíamos vivido
9305,9395,to live,vivir,Perfecto,we,Futuro,will have lived,habremos vivido
9306,9396,to live,vivir,Perfecto,you,Presente,have lived,has vivido
9307,9397,to live,vivir,Perfecto,you,Pasado,had lived,habías vivido
9308,9398,to live,vivir,Perfecto,you,Futuro,will have lived,habrás vivido
9309,9399,to live,vivir,Perfecto,they,Presente,have lived,ellos han vivido
9310,9400,to live,vivir,Perfecto,they,Pasado,had lived,habían vivido
9311,9401,to live,vivir,Perfecto,they,Futuro,will have lived,habrán vivido
9312,9402,to live,vivir,Imperativo,you,Afirmativo,live,vivir
9313,9403,to live,vivir,Imperativo,you,Negativo,don't live,no vivas
9314,9404,to live,vivir,Imperativo,we,Afirmativo,let's live,vivamos
9315,9405,to live,vivir,Imperativo,we,Negativo,let's not live,no vivamos
9316,9406,to live,vivir,Imperativo,you,Afirmativo,live,vivir
9317,9407,to live,vivir,Imperativo,you,Negativo,don't live,no vivas
9318,9408,to live,vivir,Continuo,I,Presente,am living,estoy viviendo
9319,9409,to live,vivir,Continuo,I,Pasado,was living,estaba viviendo
9320,9410,to live,vivir,Continuo,I,Futuro,will be living,estaré viviendo
9321,9411,to live,vivir,Continuo,you,Presente,are living,estas viviendo
9322,9412,to live,vivir,Continuo,you,Pasado,were living,estabas viviendo
9323,9413,to live,vivir,Continuo,you,Futuro,will be living,estarás viviendo
9324,9414,to live,vivir,Continuo,he,Presente,is living,el esta viviendo
9325,9415,to live,vivir,Continuo,she,Presente,is living,ella esta viviendo
9326,9416,to live,vivir,Continuo,he,Pasado,was living,el estaba viviendo
9327,9417,to live,vivir,Continuo,she,Pasado,was living,ella estaba viviendo
9328,9418,to live,vivir,Continuo,he,Futuro,will be living,él estará viviendo
9329,9419,to live,vivir,Continuo,she,Futuro,will be living,ella estará viviendo
9330,9420,to live,vivir,Continuo,we,Presente,are living,estamos viviendo
9331,9421,to live,vivir,Continuo,we,Pasado,were living,estábamos viviendo
9332,9422,to live,vivir,Continuo,we,Futuro,will be living,estaremos viviendo
9333,9423,to live,vivir,Continuo,you,Presente,are living,estas viviendo
9334,9424,to live,vivir,Continuo,you,Pasado,were living,estabas viviendo
9335,9425,to live,vivir,Continuo,you,Futuro,will be living,estarás viviendo
9336,9426,to live,vivir,Continuo,they,Presente,are living,ellos estan viviendo
9337,9427,to live,vivir,Continuo,they,Pasado,were living,estaban viviendo
9338,9428,to live,vivir,Continuo,they,Futuro,will be living,ellos estarán viviendo
9339,9429,to live,vivir,Continuo Perfecto,I,Presente,have been living,he estado viviendo
9340,9430,to live,vivir,Continuo Perfecto,I,Pasado,had been living,había estado viviendo
9341,9431,to live,vivir,Continuo Perfecto,I,Futuro,will have been living,habré estado viviendo
9342,9432,to live,vivir,Continuo Perfecto,you,Presente,have been living,has estado viviendo
9343,9433,to live,vivir,Continuo Perfecto,you,Pasado,had been living,habías estado viviendo
9344,9434,to live,vivir,Continuo Perfecto,you,Futuro,will have been living,habrás estado viviendo
9345,9435,to live,vivir,Continuo Perfecto,he,Presente,has been living,el ha estado viviendo
9346,9436,to live,vivir,Continuo Perfecto,she,Presente,has been living,ella ha estado viviendo
9347,9437,to live,vivir,Continuo Perfecto,he,Pasado,had been living,el habia estado viviendo
9348,9438,to live,vivir,Continuo Perfecto,she,Pasado,had been living,ella había estado viviendo
9349,9439,to live,vivir,Continuo Perfecto,he,Futuro,will have been living,el habra estado viviendo
9350,9440,to live,vivir,Continuo Perfecto,she,Futuro,will have been living,ella habra estado viviendo
9351,9441,to live,vivir,Continuo Perfecto,we,Presente,have been living,hemos estado viviendo
9352,9442,to live,vivir,Continuo Perfecto,we,Pasado,had been living,habíamos estado viviendo
9353,9443,to live,vivir,Continuo Perfecto,we,Futuro,will have been living,habremos estado viviendo
9354,9444,to live,vivir,Continuo Perfecto,you,Presente,have been living,has estado viviendo
9355,9445,to live,vivir,Continuo Perfecto,you,Pasado,had been living,habías estado viviendo
9356,9446,to live,vivir,Continuo Perfecto,you,Futuro,will have been living,habrás estado viviendo
9357,9447,to live,vivir,Continuo Perfecto,they,Presente,have been living,han estado viviendo
9358,9448,to live,vivir,Continuo Perfecto,they,Pasado,had been living,habían estado viviendo
9359,9449,to live,vivir,Continuo Perfecto,they,Futuro,will have been living,habrán estado viviendo
9360,9450,to inhabit,habitar,Indicativo,I,Presente,inhabit,habito
9361,9451,to inhabit,habitar,Indicativo,I,Pasado,inhabited,habito
9362,9452,to inhabit,habitar,Indicativo,I,Futuro,will inhabit,habitaré
9363,9453,to inhabit,habitar,Indicativo,you,Presente,inhabit,tu habitas
9364,9454,to inhabit,habitar,Indicativo,you,Pasado,inhabited,habitaste
9365,9455,to inhabit,habitar,Indicativo,you,Futuro,will inhabit,habitarás
9366,9456,to inhabit,habitar,Indicativo,he,Presente,inhabits,el habita
9367,9457,to inhabit,habitar,Indicativo,she,Presente,inhabits,ella habita
9368,9458,to inhabit,habitar,Indicativo,he,Pasado,inhabited,habita
9369,9459,to inhabit,habitar,Indicativo,she,Pasado,inhabited,ella habita
9370,9460,to inhabit,habitar,Indicativo,he,Futuro,will inhabit,él habitará
9371,9461,to inhabit,habitar,Indicativo,she,Futuro,will inhabit,ella habitará
9372,9462,to inhabit,habitar,Indicativo,we,Presente,inhabit,habitamos
9373,9463,to inhabit,habitar,Indicativo,we,Pasado,inhabited,habitamos
9374,9464,to inhabit,habitar,Indicativo,we,Futuro,will inhabit,habitaremos
9375,9465,to inhabit,habitar,Indicativo,you,Presente,inhabit,tu habitas
9376,9466,to inhabit,habitar,Indicativo,you,Pasado,inhabited,habitaste
9377,9467,to inhabit,habitar,Indicativo,you,Futuro,will inhabit,habitarás
9378,9468,to inhabit,habitar,Indicativo,they,Presente,inhabit,ellos habitan
9379,9469,to inhabit,habitar,Indicativo,they,Pasado,inhabited,habitaron
9380,9470,to inhabit,habitar,Indicativo,they,Futuro,will inhabit,habitarán
9381,9471,to inhabit,habitar,Perfecto,I,Presente,have inhabited,he habitado
9382,9472,to inhabit,habitar,Perfecto,I,Pasado,had inhabited,habia habitado
9383,9473,to inhabit,habitar,Perfecto,I,Futuro,will have inhabited,habré habitado
9384,9474,to inhabit,habitar,Perfecto,you,Presente,have inhabited,has habitado
9385,9475,to inhabit,habitar,Perfecto,you,Pasado,had inhabited,habías habitado
9386,9476,to inhabit,habitar,Perfecto,you,Futuro,will have inhabited,habrás habitado
9387,9477,to inhabit,habitar,Perfecto,he,Presente,has inhabited,él ha habitado
9388,9478,to inhabit,habitar,Perfecto,she,Presente,has inhabited,ella ha habitado
9389,9479,to inhabit,habitar,Perfecto,he,Pasado,had inhabited,habia habitado
9390,9480,to inhabit,habitar,Perfecto,she,Pasado,had inhabited,ella habia habitado
9391,9481,to inhabit,habitar,Perfecto,he,Futuro,will have inhabited,él habrá habitado
9392,9482,to inhabit,habitar,Perfecto,she,Futuro,will have inhabited,ella habra habitado
9393,9483,to inhabit,habitar,Perfecto,we,Presente,have inhabited,hemos habitado
9394,9484,to inhabit,habitar,Perfecto,we,Pasado,had inhabited,habíamos habitado
9395,9485,to inhabit,habitar,Perfecto,we,Futuro,will have inhabited,habremos habitado
9396,9486,to inhabit,habitar,Perfecto,you,Presente,have inhabited,has habitado
9397,9487,to inhabit,habitar,Perfecto,you,Pasado,had inhabited,habías habitado
9398,9488,to inhabit,habitar,Perfecto,you,Futuro,will have inhabited,habrás habitado
9399,9489,to inhabit,habitar,Perfecto,they,Presente,have inhabited,ellos han habitado
9400,9490,to inhabit,habitar,Perfecto,they,Pasado,had inhabited,habian habitado
9401,9491,to inhabit,habitar,Perfecto,they,Futuro,will have inhabited,habrán habitado
9402,9492,to inhabit,habitar,Imperativo,you,Afirmativo,inhabit,habitar
9403,9493,to inhabit,habitar,Imperativo,you,Negativo,don't inhabit,no habitar
9404,9494,to inhabit,habitar,Imperativo,we,Afirmativo,let's inhabit,habitemos
9405,9495,to inhabit,habitar,Imperativo,we,Negativo,let's not inhabit,no habitemos
9406,9496,to inhabit,habitar,Imperativo,you,Afirmativo,inhabit,habitar
9407,9497,to inhabit,habitar,Imperativo,you,Negativo,don't inhabit,no habitar
9408,9498,to inhabit,habitar,Continuo,I,Presente,am inhabiting,estoy habitando
9409,9499,to inhabit,habitar,Continuo,I,Pasado,was inhabiting,estaba habitando
9410,9500,to inhabit,habitar,Continuo,I,Futuro,will be inhabiting,habitaré
9411,9501,to inhabit,habitar,Continuo,you,Presente,are inhabiting,estas habitando
9412,9502,to inhabit,habitar,Continuo,you,Pasado,were inhabiting,estabas habitando
9413,9503,to inhabit,habitar,Continuo,you,Futuro,will be inhabiting,estarás habitando
9414,9504,to inhabit,habitar,Continuo,he,Presente,is inhabiting,el esta habitando
9415,9505,to inhabit,habitar,Continuo,she,Presente,is inhabiting,ella esta habitando
9416,9506,to inhabit,habitar,Continuo,he,Pasado,was inhabiting,el estaba habitando
9417,9507,to inhabit,habitar,Continuo,she,Pasado,was inhabiting,ella estaba habitando
9418,9508,to inhabit,habitar,Continuo,he,Futuro,will be inhabiting,él estará habitando
9419,9509,to inhabit,habitar,Continuo,she,Futuro,will be inhabiting,ella habitará
9420,9510,to inhabit,habitar,Continuo,we,Presente,are inhabiting,estamos habitando
9421,9511,to inhabit,habitar,Continuo,we,Pasado,were inhabiting,estábamos habitando
9422,9512,to inhabit,habitar,Continuo,we,Futuro,will be inhabiting,estaremos habitando
9423,9513,to inhabit,habitar,Continuo,you,Presente,are inhabiting,estas habitando
9424,9514,to inhabit,habitar,Continuo,you,Pasado,were inhabiting,estabas habitando
9425,9515,to inhabit,habitar,Continuo,you,Futuro,will be inhabiting,estarás habitando
9426,9516,to inhabit,habitar,Continuo,they,Presente,are inhabiting,ellos estan habitando
9427,9517,to inhabit,habitar,Continuo,they,Pasado,were inhabiting,estaban habitando
9428,9518,to inhabit,habitar,Continuo,they,Futuro,will be inhabiting,habitarán
9429,9519,to inhabit,habitar,Continuo Perfecto,I,Presente,have been inhabiting,he estado habitando
9430,9520,to inhabit,habitar,Continuo Perfecto,I,Pasado,had been inhabiting,habia estado habitando
9431,9521,to inhabit,habitar,Continuo Perfecto,I,Futuro,will have been inhabiting,habré estado habitando
9432,9522,to inhabit,habitar,Continuo Perfecto,you,Presente,have been inhabiting,has estado habitando
9433,9523,to inhabit,habitar,Continuo Perfecto,you,Pasado,had been inhabiting,habías estado habitando
9434,9524,to inhabit,habitar,Continuo Perfecto,you,Futuro,will have been inhabiting,habrás estado habitando
9435,9525,to inhabit,habitar,Continuo Perfecto,he,Presente,has been inhabiting,ha estado habitando
9436,9526,to inhabit,habitar,Continuo Perfecto,she,Presente,has been inhabiting,ella ha estado habitando
9437,9527,to inhabit,habitar,Continuo Perfecto,he,Pasado,had been inhabiting,habia estado habitando
9438,9528,to inhabit,habitar,Continuo Perfecto,she,Pasado,had been inhabiting,ella habia estado habitando
9439,9529,to inhabit,habitar,Continuo Perfecto,he,Futuro,will have been inhabiting,habré estado habitando
9440,9530,to inhabit,habitar,Continuo Perfecto,she,Futuro,will have been inhabiting,ella habra estado habitando
9441,9531,to inhabit,habitar,Continuo Perfecto,we,Presente,have been inhabiting,hemos estado habitando
9442,9532,to inhabit,habitar,Continuo Perfecto,we,Pasado,had been inhabiting,habíamos estado habitando
9443,9533,to inhabit,habitar,Continuo Perfecto,we,Futuro,will have been inhabiting,habremos estado habitando
9444,9534,to inhabit,habitar,Continuo Perfecto,you,Presente,have been inhabiting,has estado habitando
9445,9535,to inhabit,habitar,Continuo Perfecto,you,Pasado,had been inhabiting,habías estado habitando
9446,9536,to inhabit,habitar,Continuo Perfecto,you,Futuro,will have been inhabiting,habrás estado habitando
9447,9537,to inhabit,habitar,Continuo Perfecto,they,Presente,have been inhabiting,han estado habitando
9448,9538,to inhabit,habitar,Continuo Perfecto,they,Pasado,had been inhabiting,habian estado habitando
9449,9539,to inhabit,habitar,Continuo Perfecto,they,Futuro,will have been inhabiting,habrán estado habitando
9450,9540,to accustom,acostumbrar,Indicativo,I,Presente,accustom,yo acostumbro
9451,9541,to accustom,acostumbrar,Indicativo,I,Pasado,accustomed,yo acostumbro
9452,9542,to accustom,acostumbrar,Indicativo,I,Futuro,will accustom,yo acostumbrare
9453,9543,to accustom,acostumbrar,Indicativo,you,Presente,accustom,estas acostumbrado
9454,9544,to accustom,acostumbrar,Indicativo,you,Pasado,accustomed,estas acostumbrado
9455,9545,to accustom,acostumbrar,Indicativo,you,Futuro,will accustom,te acostumbras
9456,9546,to accustom,acostumbrar,Indicativo,he,Presente,accustoms,él acostumbra
9457,9547,to accustom,acostumbrar,Indicativo,she,Presente,accustoms,ella acostumbra
9458,9548,to accustom,acostumbrar,Indicativo,he,Pasado,accustomed,él acostumbró
9459,9549,to accustom,acostumbrar,Indicativo,she,Pasado,accustomed,ella acostumbrada
9460,9550,to accustom,acostumbrar,Indicativo,he,Futuro,will accustom,él acostumbrará
9461,9551,to accustom,acostumbrar,Indicativo,she,Futuro,will accustom,ella acostumbrará
9462,9552,to accustom,acostumbrar,Indicativo,we,Presente,accustom,nos acostumbramos
9463,9553,to accustom,acostumbrar,Indicativo,we,Pasado,accustomed,nos acostumbramos
9464,9554,to accustom,acostumbrar,Indicativo,we,Futuro,will accustom,nos acostumbraremos
9465,9555,to accustom,acostumbrar,Indicativo,you,Presente,accustom,estas acostumbrado
9466,9556,to accustom,acostumbrar,Indicativo,you,Pasado,accustomed,estas acostumbrado
9467,9557,to accustom,acostumbrar,Indicativo,you,Futuro,will accustom,te acostumbras
9468,9558,to accustom,acostumbrar,Indicativo,they,Presente,accustom,se acostumbran
9469,9559,to accustom,acostumbrar,Indicativo,they,Pasado,accustomed,ellos acostumbraban
9470,9560,to accustom,acostumbrar,Indicativo,they,Futuro,will accustom,ellos acostumbran
9471,9561,to accustom,acostumbrar,Perfecto,I,Presente,have accustomed,he acostumbrado
9472,9562,to accustom,acostumbrar,Perfecto,I,Pasado,had accustomed,yo habia acostumbrado
9473,9563,to accustom,acostumbrar,Perfecto,I,Futuro,will have accustomed,habré acostumbrado
9474,9564,to accustom,acostumbrar,Perfecto,you,Presente,have accustomed,te has acostumbrado
9475,9565,to accustom,acostumbrar,Perfecto,you,Pasado,had accustomed,te habías acostumbrado
9476,9566,to accustom,acostumbrar,Perfecto,you,Futuro,will have accustomed,te habrás acostumbrado
9477,9567,to accustom,acostumbrar,Perfecto,he,Presente,has accustomed,el ha acostumbrado
9478,9568,to accustom,acostumbrar,Perfecto,she,Presente,has accustomed,ella ha acostumbrado
9479,9569,to accustom,acostumbrar,Perfecto,he,Pasado,had accustomed,él había acostumbrado
9480,9570,to accustom,acostumbrar,Perfecto,she,Pasado,had accustomed,ella había acostumbrado
9481,9571,to accustom,acostumbrar,Perfecto,he,Futuro,will have accustomed,él se habrá acostumbrado
9482,9572,to accustom,acostumbrar,Perfecto,she,Futuro,will have accustomed,ella se habrá acostumbrado
9483,9573,to accustom,acostumbrar,Perfecto,we,Presente,have accustomed,nos hemos acostumbrado
9484,9574,to accustom,acostumbrar,Perfecto,we,Pasado,had accustomed,nos habíamos acostumbrado
9485,9575,to accustom,acostumbrar,Perfecto,we,Futuro,will have accustomed,nos habremos acostumbrado
9486,9576,to accustom,acostumbrar,Perfecto,you,Presente,have accustomed,te has acostumbrado
9487,9577,to accustom,acostumbrar,Perfecto,you,Pasado,had accustomed,te habías acostumbrado
9488,9578,to accustom,acostumbrar,Perfecto,you,Futuro,will have accustomed,te habrás acostumbrado
9489,9579,to accustom,acostumbrar,Perfecto,they,Presente,have accustomed,se han acostumbrado
9490,9580,to accustom,acostumbrar,Perfecto,they,Pasado,had accustomed,se habían acostumbrado
9491,9581,to accustom,acostumbrar,Perfecto,they,Futuro,will have accustomed,se habrán acostumbrado
9492,9582,to accustom,acostumbrar,Imperativo,you,Afirmativo,accustom,acostumbrar
9493,9583,to accustom,acostumbrar,Imperativo,you,Negativo,don't accustom,no acostumbras
9494,9584,to accustom,acostumbrar,Imperativo,we,Afirmativo,let's accustom,habituemos
9495,9585,to accustom,acostumbrar,Imperativo,we,Negativo,let's not accustom,no nos acostumbramos
9496,9586,to accustom,acostumbrar,Imperativo,you,Afirmativo,accustom,acostumbrar
9497,9587,to accustom,acostumbrar,Imperativo,you,Negativo,don't accustom,no acostumbras
9498,9588,to accustom,acostumbrar,Continuo,I,Presente,am accustoming,estoy acostumbrado
9499,9589,to accustom,acostumbrar,Continuo,I,Pasado,was accustoming,estaba acostumbrado
9500,9590,to accustom,acostumbrar,Continuo,I,Futuro,will be accustoming,estaré acostumbrándome
9501,9591,to accustom,acostumbrar,Continuo,you,Presente,are accustoming,estas acostumbrado
9502,9592,to accustom,acostumbrar,Continuo,you,Pasado,were accustoming,estabas acostumbrado
9503,9593,to accustom,acostumbrar,Continuo,you,Futuro,will be accustoming,estarás acostumbrándote
9504,9594,to accustom,acostumbrar,Continuo,he,Presente,is accustoming,el esta acostumbrado
9505,9595,to accustom,acostumbrar,Continuo,she,Presente,is accustoming,ella esta acostumbrada
9506,9596,to accustom,acostumbrar,Continuo,he,Pasado,was accustoming,estaba acostumbrado
9507,9597,to accustom,acostumbrar,Continuo,she,Pasado,was accustoming,ella estaba acostumbrada
9508,9598,to accustom,acostumbrar,Continuo,he,Futuro,will be accustoming,él estará acostumbrado
9509,9599,to accustom,acostumbrar,Continuo,she,Futuro,will be accustoming,ella estará acostumbrada
9510,9600,to accustom,acostumbrar,Continuo,we,Presente,are accustoming,estamos acostumbrados
9511,9601,to accustom,acostumbrar,Continuo,we,Pasado,were accustoming,estábamos acostumbrados
9512,9602,to accustom,acostumbrar,Continuo,we,Futuro,will be accustoming,estaremos acostumbrándonos
9513,9603,to accustom,acostumbrar,Continuo,you,Presente,are accustoming,estas acostumbrado
9514,9604,to accustom,acostumbrar,Continuo,you,Pasado,were accustoming,estabas acostumbrado
9515,9605,to accustom,acostumbrar,Continuo,you,Futuro,will be accustoming,estarás acostumbrándote
9516,9606,to accustom,acostumbrar,Continuo,they,Presente,are accustoming,ellos estan acostumbrandose
9517,9607,to accustom,acostumbrar,Continuo,they,Pasado,were accustoming,estaban acostumbrados
9518,9608,to accustom,acostumbrar,Continuo,they,Futuro,will be accustoming,estarán acostumbrados
9519,9609,to accustom,acostumbrar,Continuo Perfecto,I,Presente,have been accustoming,he estado acostumbrando
9520,9610,to accustom,acostumbrar,Continuo Perfecto,I,Pasado,had been accustoming,había estado acostumbrado
9521,9611,to accustom,acostumbrar,Continuo Perfecto,I,Futuro,will have been accustoming,habré acostumbrado
9522,9612,to accustom,acostumbrar,Continuo Perfecto,you,Presente,have been accustoming,has estado acostumbrado
9523,9613,to accustom,acostumbrar,Continuo Perfecto,you,Pasado,had been accustoming,habías estado acostumbrado
9524,9614,to accustom,acostumbrar,Continuo Perfecto,you,Futuro,will have been accustoming,habrás estado acostumbrado
9525,9615,to accustom,acostumbrar,Continuo Perfecto,he,Presente,has been accustoming,el ha estado acostumbrado
9526,9616,to accustom,acostumbrar,Continuo Perfecto,she,Presente,has been accustoming,ella ha estado acostumbrada
9527,9617,to accustom,acostumbrar,Continuo Perfecto,he,Pasado,had been accustoming,él había estado acostumbrado
9528,9618,to accustom,acostumbrar,Continuo Perfecto,she,Pasado,had been accustoming,ella había estado acostumbrada
9529,9619,to accustom,acostumbrar,Continuo Perfecto,he,Futuro,will have been accustoming,él habrá estado acostumbrado
9530,9620,to accustom,acostumbrar,Continuo Perfecto,she,Futuro,will have been accustoming,ella habrá estado acostumbrada
9531,9621,to accustom,acostumbrar,Continuo Perfecto,we,Presente,have been accustoming,hemos estado acostumbrándonos
9532,9622,to accustom,acostumbrar,Continuo Perfecto,we,Pasado,had been accustoming,habíamos estado acostumbrados
9533,9623,to accustom,acostumbrar,Continuo Perfecto,we,Futuro,will have been accustoming,nos habremos acostumbrado
9534,9624,to accustom,acostumbrar,Continuo Perfecto,you,Presente,have been accustoming,has estado acostumbrado
9535,9625,to accustom,acostumbrar,Continuo Perfecto,you,Pasado,had been accustoming,habías estado acostumbrado
9536,9626,to accustom,acostumbrar,Continuo Perfecto,you,Futuro,will have been accustoming,habrás estado acostumbrado
9537,9627,to accustom,acostumbrar,Continuo Perfecto,they,Presente,have been accustoming,se han acostumbrado
9538,9628,to accustom,acostumbrar,Continuo Perfecto,they,Pasado,had been accustoming,habian estado acostumbrados
9539,9629,to accustom,acostumbrar,Continuo Perfecto,they,Futuro,will have been accustoming,habrán estado acostumbrados
9540,9630,to speak,hablar,Indicativo,I,Presente,speak,yo hablo
9541,9631,to speak,hablar,Indicativo,I,Pasado,spoke,yo hablé
9542,9632,to speak,hablar,Indicativo,I,Futuro,will speak,voy a hablar
9543,9633,to speak,hablar,Indicativo,you,Presente,speak,tu hablas
9544,9634,to speak,hablar,Indicativo,you,Pasado,spoke,tu hablaste
9545,9635,to speak,hablar,Indicativo,you,Futuro,will speak,usted hablará
9546,9636,to speak,hablar,Indicativo,he,Presente,speaks,él habla
9547,9637,to speak,hablar,Indicativo,she,Presente,speaks,ella habla
9548,9638,to speak,hablar,Indicativo,he,Pasado,spoke,habló
9549,9639,to speak,hablar,Indicativo,she,Pasado,spoke,ella habló
9550,9640,to speak,hablar,Indicativo,he,Futuro,will speak,él hablará
9551,9641,to speak,hablar,Indicativo,she,Futuro,will speak,ella hablará
9552,9642,to speak,hablar,Indicativo,we,Presente,speak,hablamos
9553,9643,to speak,hablar,Indicativo,we,Pasado,spoke,nosotros hablamos
9554,9644,to speak,hablar,Indicativo,we,Futuro,will speak,hablaremos
